Work Order Id,Std Job No,WO Completed Status,WO Create Date,Ads Building Number,Ads Eastings,Ads Northings,Ads Operation Area,Ads Osapr,Street postcode,Ads Post Town,Ads Region,Ads Water Operational Area,Ads Water Supply Zone
3138261,WRNW17,All Complete with Comments                        ,06/07/2011,,"395,130.00","805,066.00",North East,APA09B8M5HH42YT00M,AB119NN,ABERDEEN,East,Invercannie & Mannofield WOA,Mannofield WSZ
3138391,WRNW17,All Complete with Comments                        ,06/07/2011,56,"310,665.00","686,359.00",North East,APKB168R5VJ4AMUGVG,KY114PE,DUNFERMLINE,East,Glendevon WOA,Glassiebarns WSZ
3138428,WRNW17,All Complete                                      ,06/07/2011,68,"351,045.00","716,790.00",North East,APAB1X8J5BX48NU043,KY169AH,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
3138552,WRNW17,Complete (Partial)                                ,06/07/2011,68,"351,045.00","716,790.00",North East,APAB1X8J5BX48NU043,KY169AH,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
3138931,WRNW17,All Complete with Comments                        ,06/07/2011,114,"309,721.00","687,994.00",North East,APKW158R5TP4AEU0PG,KY120RE,DUNFERMLINE,East,Glendevon WOA,Glassiebarns WSZ
3138979,WRNW17,All Complete with Comments                        ,06/07/2011,5,"324,042.00","676,596.00",South East,APMT1W8156N45VN041,EH52AT,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
3138985,WRNW17,All Complete                                      ,06/07/2011,94,"324,229.00","676,362.00",South East,APB51W8H57245RN0T1,EH53RE,EDINBURGH,South,Glencorse WOA,Craigleith WSZ
3139410,WRNW17,All Complete                                      ,07/07/2011,2,"275,828.00","665,144.00",South West,APXMKA8Q5UG6Y9A0AL,ML69AN,AIRDRIE,South,Daer WOA,Roughrigg WSZ
3139740,WRNW17,All Complete                                      ,07/07/2011,,"325,701.00","676,653.00",South East,APBNGH895TE45WTG6H,EH64QB,EDINBURGH,South,Marchbank WOA,Marchbank Hermiston WSZ
3139759,WRNW17,Complete (Partial)                                ,07/07/2011,2,"263,556.00","654,965.00",South West,APCT358Q5LC5TA30VK,G744DP,GLASGOW,South,Daer WOA,East Rogerton WSZ
3140618,WRNW17,All Complete with Comments                        ,07/07/2011,31,"391,881.00","804,402.00",North East,APLR9K8M5U642LT0JM,AB107NJ,ABERDEEN,East,Invercannie & Mannofield WOA,Airyhall WSZ
3140731,WRNW17,All Complete                                      ,08/07/2011,133,"276,723.00","667,328.00",South West,AP70MG8P5WK40CTGBV,ML67SP,AIRDRIE,South,Balmore South Region Nith WOA,Dykehead Pumped Drumbow WSZ
3140754,WRNW17,All Complete                                      ,08/07/2011,,"333,243.00","665,117.00",South East,AP04MF9H0984YAY0JA,EH224TJ,DALKEITH,South,Rosebery (Ed & Lothian) WOA,Campwood WSZ
3141022,WRNW17,All Complete                                      ,08/07/2011,47,"373,148.00","634,085.00",South East,APL6KQ8H56P6G5AGCC,TD57AW,KELSO,South,Roberton WOA,Bowmont WSZ
3144906,WRNW17,All Complete with Comments                        ,11/07/2011,7,"357,371.00","638,680.00",South East,APQB4T8H5Q95JCA0K3,TD46EA,EARLSTON,South,Howden WOA,Earlston WSZ
3145432,WRNW17,All Complete with Comments                        ,11/07/2011,,"347,890.00","701,564.00",North East,AP4E4N8J5MR408U0N2,KY91HA,LEVEN,East,Glenfarg & Glendevon WOA,Carnbee WSZ
3145576,WRNW17,Complete (Partial)                                ,11/07/2011,68,"351,045.00","716,790.00",North East,APAB1X8J5BX48NU043,KY169AH,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
3145578,WRNW17,All Complete with Comments                        ,11/07/2011,6,"206,413.00","560,561.00",South East,APT9AW8D54Q5W2E0Y0,DG97EZ,STRANRAER,South,Auchneel WOA,Auchneel WSZ
3145861,WRNW17,Complete (Partial)                                ,12/07/2011,,"302,444.00","915,449.00",North West,APQCDW8K5CG5719GHQ,KW86HH,HELMSDALE,North,Backies WOA,Helmsdale (Station) WSZ
3146148,WRNW17,Cancelled with comments                           ,12/07/2011,,"274,598.00","664,908.00",South West,APAAF18Q5RX4Y6R0DL,ML53RY,COATBRIDGE,South,Balmore South Region Nith WOA,Dalmacoulter WSZ
3146170,WRNW17,All Complete                                      ,12/07/2011,19,"319,459.00","567,088.00",South East,AP788E8B5E8508A08H,DG125DN,ANNAN,South,Black Esk WOA,Landheads WSZ
3146457,WRNW17,Complete (Partial)                                ,12/07/2011,49,"280,440.00","695,421.00",South West,APBU82875MB4E2R0YV,FK95EG,STIRLING,West,Turret West Region WOA,Airthrey WSZ
3146516,WRNW17,All Complete with Comments                        ,12/07/2011,13,"280,904.00","689,974.00",South West,APHU4C805N84BDU0VL,FK78NH,STIRLING,West,Turret West Region WOA,Sauchieburn WSZ
3147077,WRNW17,All Complete                                      ,13/07/2011,,"351,379.00","683,936.00",South East,APRG6N8W5C248FY0DU,EH395EP,NORTH BERWICK,South,Castle Moffat WOA,Kingston WSZ
3147142,WRNW17,All Complete with Comments                        ,13/07/2011,7,"375,465.00","635,048.00",South East,APJHBL815U45HKE03C,TD58HN,KELSO,South,Roberton WOA,Bowmont WSZ
3147213,WRNW17,All Complete with Comments                        ,13/07/2011,17,"310,978.00","686,736.00",North East,AP5716895W64AUUGUG,KY114BP,DUNFERMLINE,East,Glendevon WOA,Townhill WSZ
3147312,WRNW17,All Complete with Comments                        ,13/07/2011,,"210,589.00","665,205.00",South West,APTU1R885VW5YAAG9G,PA209JY,ISLE OF BUTE,West,Dhu Loch WOA,Dhu Loch WSZ
3147357,WRNW17,Cancelled with comments                           ,13/07/2011,68,"351,045.00","716,790.00",North East,APAB1X8J5BX48NU043,KY169AH,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
3147469,WRNW17,Cancelled with comments                           ,13/07/2011,24,"271,502.00","653,597.00",South West,APVEAN8C53V4TMUGW4,ML38AE,HAMILTON,South,Camps & Daer WOA,Strathaven Rd WSZ
3148353,WRNW17,All Complete with Comments                        ,14/07/2011,85,"297,771.00","577,407.00",South East,APPFF18C5NN559EGTW,DG11JX,DUMFRIES,South,Killylour & Terregles WOA,Clunie WSZ
3148825,WRNW17,All Complete with Comments                        ,14/07/2011,20,"389,780.00","802,892.00",North East,AP869R8M57341WT0VM,AB159ND,ABERDEEN,East,Invercannie & Mannofield WOA,Airyhall WSZ
3148865,WRNW17,All Complete                                      ,14/07/2011,56,"319,724.00","673,168.00",South East,APR82F8D5EQ437NGCR,EH128AF,EDINBURGH,South,Glencorse WOA,East Craigs/N. Corstorphine WSZ
3148983,WRNW17,Complete (Partial)                                ,14/07/2011,5,"186,072.00","730,162.00",North West,APG9868L50B5E7F0KD,PA345DN,OBAN,North,Tullich WOA,Tullich WSZ
3149354,WRNW17,All Complete with Comments                        ,15/07/2011,,"352,652.00","627,344.00",South East,APGY4Y8J5EJ5DTA0LU,TD74QD,SELKIRK,South,Roberton WOA,Muirfield North Ale WSZ
3149475,WRNW17,All Complete with Comments                        ,15/07/2011,,"291,833.00","677,273.00",South West,APHCL98C5U3457MG75,FK20DJ,FALKIRK,West,Carron Valley WOA,Glenhead WSZ
3149568,WRNW17,All Complete with Comments                        ,15/07/2011,36,"278,755.00","697,373.00",South West,APWD82876HH4F1RGTV,FK94JE,STIRLING,West,Turret West Region WOA,Sunnylaw WSZ
3149686,WRNW17,All Complete with Comments                        ,15/07/2011,14,"337,185.00","714,910.00",North East,AP2Y1P8250V47QU042,KY154JW,CUPAR,East,LHills & GFarg & Glendevon WOA,Garliebank WSZ
3150106,WRNW17,All Complete                                      ,15/07/2011,67,"224,413.00","641,595.00",South West,APTW308G57W5LRAGRH,KA215AA,SALTCOATS,West,Bradan WOA,Greenhead No.7 A & B WSZ
3160647,WRNW17,All Complete with Comments                        ,18/07/2011,5,"186,072.00","730,162.00",North West,APG9868L50B5E7F0KD,PA345DN,OBAN,North,Tullich WOA,Tullich WSZ
3162343,WRNW17,All Complete                                      ,19/07/2011,15,"330,224.00","672,799.00",South East,AP1F18815K9431NG29,EH151LB,EDINBURGH,South,Glencorse WOA,Meadowfield WSZ
3162866,WRNW17,All Complete                                      ,20/07/2011,130,"329,213.00","675,102.00",South East,APWF1T815H9445N041,EH76RG,EDINBURGH,South,Glencorse WOA,North East Edinburgh WSZ
3162925,WRNW17,Complete (Partial)                                ,20/07/2011,7,"375,465.00","635,048.00",South East,APJHBL815U45HKE03C,TD58HN,KELSO,South,Roberton WOA,Bowmont WSZ
3163103,WRNW17,All Complete with Comments                        ,20/07/2011,26,"323,868.00","670,069.00",South East,APRU2K8D56U42NN0AR,EH105SJ,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
3163206,WRNW17,All Complete with Comments                        ,20/07/2011,2,"296,445.00","697,886.00",South West,APUF048V5L34F9U0F5,FK147AB,DOLLAR,West,Turret West Region WOA,Dunblane WSZ
3163507,WRNW17,All Complete                                      ,20/07/2011,19,"255,619.00","670,904.00",South West,AP3VF28854V423R01K,G612NS,GLASGOW,West,Milngavie WOA,M1 Mugdock WSZ
3163630,WRNW17,All Complete with Comments                        ,20/07/2011,,"324,747.00","936,170.00",North West,AP869R8V6Q35H5FG8R,KW36BN,LYBSTER,North,Loch Calder WOA,Cnoc Dubh WSZ
3163724,WRNW17,All Complete                                      ,20/07/2011,7,"375,465.00","635,048.00",South East,APJHBL815U45HKE03C,TD58HN,KELSO,South,Roberton WOA,Bowmont WSZ
3163729,WRNW17,All Complete                                      ,20/07/2011,22,"257,512.00","659,785.00",South West,APQ24N805Q24WNTG5K,G443EU,GLASGOW,West,Milngavie WOA,M2 Mugdock WSZ
3164281,WRNW17,All Complete                                      ,21/07/2011,9,"264,025.00","660,578.00",South West,APCKDG8Q5M94W2QGMK,G728AA,GLASGOW,South,Daer WOA,East Rogerton WSZ
3164741,WRNW17,Cancelled with comments                           ,21/07/2011,49,"256,838.00","663,462.00",South West,APNFGG8C5784XFQ0L3,G415HW,GLASGOW,West,Milngavie WOA,M2 Mugdock WSZ
3165538,WRNW17,Complete (Partial)                                ,22/07/2011,48,"384,552.00","800,764.00",North East,APGX908K5DC40UTGCW,AB140QN,PETERCULTER,East,Invercannie & Mannofield WOA,Ardbeck WSZ
3168769,WRNW17,All Complete with Comments                        ,25/07/2011,14,"326,116.00","674,554.00",South East,APBWF68R5U844VT0MH,EH13NH,EDINBURGH,South,Glencorse WOA,Old Town/Canongate WSZ
3168924,WRNW17,All Complete with Comments                        ,25/07/2011,3,"377,208.00","821,605.00",North East,APGJAC8W5XH5A19GM4,AB513QS,INVERURIE,East,Invercannie & Mannofield WOA,Thainstone WSZ
3169381,WRNW17,All Complete with Comments                        ,25/07/2011,68,"351,045.00","716,790.00",North East,APAB1X8J5BX48NU043,KY169AH,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
3169384,WRNW17,All Complete with Comments                        ,25/07/2011,,"365,399.00","865,346.00",North East,APC0LM8M5PY5YD9GRK,AB452NH,BANFF,East,Turriff WOA,Whitehills Auds WSZ
3170669,WRNW17,Cancelled with comments                           ,26/07/2011,16,"257,606.00","658,891.00",South West,APL46R8G5QQ4V8TGT3,G443TE,GLASGOW,West,Picketlaw WOA,Greenbank WSZ
3171326,WRNW17,All Complete with Comments                        ,27/07/2011,135,"254,390.00","663,491.00",South West,APG2AK8052F4YGQGDK,G521HL,GLASGOW,West,Milngavie WOA,M5 Mugdock WSZ
3172835,WRNW17,All Complete with Comments                        ,28/07/2011,3,"286,602.00","679,880.00",South West,APM4LD8851C47GM03M,FK14RA,FALKIRK,West,Carron Valley WOA,Parkhead WSZ
3172920,WRNW17,Complete (Partial)                                ,28/07/2011,,"239,675.00","624,614.00",South West,APGKE98P5575CGE07T,KA65BA,AYR,West,Bradan WOA,Guiltreehill WSZ
3172996,WRNW17,All Complete with Comments                        ,28/07/2011,24,"206,495.00","560,799.00",South East,APX0748V54W5W6A0B8,DG98ET,STRANRAER,South,Auchneel WOA,Auchneel WSZ
3173517,WRNW17,All Complete                                      ,28/07/2011,74,"297,547.00","575,625.00",South East,APWM7K8V5NQ54DA0TD,DG12QF,DUMFRIES,South,Killylour & Terregles WOA,Clunie WSZ
3173738,WRNW17,All Complete with Comments                        ,29/07/2011,48,"394,375.00","809,688.00",North East,APGC9W855G2447TGCM,AB238EN,ABERDEEN,East,Invercannie & Mannofield WOA,Airyhall WSZ
3173840,WRNW17,All Complete                                      ,29/07/2011,171,"287,194.00","659,898.00",South West,APLW37805214WPV0JM,ML74BQ,SHOTTS,South,Daer WOA,Hirst WSZ
3178888,WRNW17,All Complete with Comments                        ,02/08/2011,28,"283,496.00","561,355.00",South East,APGN7H8V5BA5WEA0BD,DG54HE,DALBEATTIE,South,Lochinvar WOA,Caigton WSZ
3179138,WRNW17,All Complete                                      ,02/08/2011,,"342,376.00","865,415.00",North East,APN58P8M6TK5YEFGXJ,AB561PT,BUCKIE,East,Turriff WOA,Buckie Rochomie WSZ
3179336,WRNW17,All Complete                                      ,02/08/2011,24,"276,502.00","562,614.00",South East,APCBAX8D5W55X2EG74,DG71AH,CASTLE DOUGLAS,South,Lochinvar WOA,Carlochan WSZ
3179622,WRNW17,Complete (Partial)                                ,02/08/2011,70,"330,041.00","699,676.00",North East,AP7EDT825JW4G5W0MR,KY76HX,GLENROTHES,East,GLENFARG WOA,Caskieberran WSZ
3179799,WRNW17,Complete (Partial)                                ,02/08/2011,9,"326,758.00","691,273.00",North East,APD41Y8H5V04C2UGN1,KY25NF,KIRKCALDY,East,GLENFARG WOA,Torbain WSZ
3180675,WRNW17,Complete (Partial)                                ,03/08/2011,55,"319,415.00","668,536.00",South East,APFV1F8H5DM41XNGQ1,EH145EE,JUNIPER GREEN,South,Marchbank WOA,Marchbank Torduff WSZ
3181105,WRNW17,All Complete                                      ,04/08/2011,16,"322,339.00","670,443.00",South East,AP9M1B8153V42VNG19,EH141HZ,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
3181126,WRNW17,All Complete                                      ,04/08/2011,,"325,383.00","671,886.00",South East,APH71M8H5RT43KN0R1,EH92AE,EDINBURGH,South,Glencorse WOA,Comiston Rd North WSZ
3181244,WRNW17,All Complete                                      ,04/08/2011,21,"322,435.00","670,997.00",South East,AP9AF18953J425TG0H,EH141LH,EDINBURGH,South,Glencorse WOA,Gorgie WSZ
3181282,WRNW17,All Complete                                      ,04/08/2011,,"351,388.00","683,812.00",South East,APPE6N8W5C348DY0DU,EH395ET,NORTH BERWICK,South,Castle Moffat WOA,Kingston WSZ
3182232,WRNW17,Complete (Partial)                                ,05/08/2011,3,"230,164.00","682,727.00",South West,AP9K4N8G5JM58V7GRH,G847HB,HELENSBURGH,West,Blairlinnans WOA,Helensburgh Gravity WSZ
3182484,WRNW17,Cancelled with comments                           ,05/08/2011,,"279,821.00","650,578.00",South West,APTEHG8V6KT6Q840B4,ML93BJ,LARKHALL,South,Daer WOA,Douglas Moor WSZ
3182586,WRNW17,All Complete with Comments                        ,05/08/2011,112,"286,095.00","682,515.00",South West,APY9L48V50C48RMGM5,FK53LA,LARBERT,West,Carron Valley WOA,Carron Valley to Millhall WSZ
3182728,WRNW17,All Complete with Comments                        ,05/08/2011,55,"319,415.00","668,536.00",South East,APFV1F8H5DM41XNGQ1,EH145EE,JUNIPER GREEN,South,Marchbank WOA,Marchbank Torduff WSZ
3182931,WRNW17,Complete (Partial)                                ,05/08/2011,9,"326,758.00","691,273.00",North East,APD41Y8H5V04C2UGN1,KY25NF,KIRKCALDY,East,GLENFARG WOA,Torbain WSZ
3185795,WRNW17,All Complete                                      ,08/08/2011,55,"319,415.00","668,536.00",South East,APFV1F8H5DM41XNGQ1,EH145EE,JUNIPER GREEN,South,Marchbank WOA,Marchbank Torduff WSZ
3185949,WRNW17,All Complete with Comments                        ,08/08/2011,,"323,575.00","856,944.00",North West,APEP578K5695U9FGJR,IV308SL,ELGIN,East,Spey Badentinan WOA,Badentinan CWT WSZ
3186084,WRNW17,All Complete with Comments                        ,08/08/2011,9,"333,630.00","672,328.00",South East,APW4EF8959W43TU0AJ,EH216NU,MUSSELBURGH,South,Rosebery (Ed & Lothian) WOA,Chalkieside WSZ
3186105,WRNW17,Complete (Partial)                                ,08/08/2011,82,"341,593.00","731,758.00",North East,APA7DH805RF4F0T0XJ,DD47DH,DUNDEE,East,Clatto WOA,Pourie WSZ
3186455,WRNW17,All Complete with Comments                        ,08/08/2011,9,"326,758.00","691,273.00",North East,APD41Y8H5V04C2UGN1,KY25NF,KIRKCALDY,East,GLENFARG WOA,Torbain WSZ
3186613,WRNW17,All Complete                                      ,08/08/2011,,"324,859.00","571,142.00",South East,APPKF9866QR32710KR,DG113ND,LOCKERBIE,South,Winterhope WOA,Winterhope WSZ
3186642,WRNW17,Cancelled with comments                           ,08/08/2011,26,"309,935.00","686,914.00",North East,APY116895U44AXU0UG,KY114TQ,DUNFERMLINE,East,Glendevon WOA,Glassiebarns WSZ
3186650,WRNW17,All Complete with Comments                        ,08/08/2011,26,"309,935.00","686,914.00",North East,APY116895U44AXU0UG,KY114TQ,DUNFERMLINE,East,Glendevon WOA,Glassiebarns WSZ
3186719,WRNW17,All Complete                                      ,08/08/2011,97,"271,685.00","666,587.00",South West,APBE3F8G548400R0GL,ML52LU,COATBRIDGE,South,Balmore South Region Nith WOA,Dalmacoulter WSZ
3187119,WRNW17,All Complete with Comments                        ,09/08/2011,48,"384,552.00","800,764.00",North East,APGX908K5DC40UTGCW,AB140QN,PETERCULTER,East,Invercannie & Mannofield WOA,Ardbeck WSZ
3187305,WRNW17,All Complete                                      ,09/08/2011,13,"288,508.00","643,332.00",South West,APQ3CC8C54K4MMU0Q5,ML119AG,LANARK,South,Coulter WOA,Smyllum Low WSZ
3188186,WRNW17,Complete (Partial)                                ,10/08/2011,,"321,679.00","860,731.00",North West,APTUHF8M51Y6W1VGMH,IV308SX,ELGIN,East,Glenlatterach WOA,Glenlatterach WSZ
3188196,WRNW17,All Complete with Comments                        ,10/08/2011,82,"341,593.00","731,758.00",North East,APA7DH805RF4F0T0XJ,DD47DH,DUNDEE,East,Clatto WOA,Pourie WSZ
3188347,WRNW17,All Complete with Comments                        ,10/08/2011,53,"289,551.00","680,375.00",South West,APWU1W8056L47PTGPM,FK27AA,FALKIRK,West,Carron Valley WOA,Woodend WSZ
3188519,WRNW17,Complete (Partial)                                ,10/08/2011,80,"306,764.00","669,293.00",South East,APRNJ28155E41AUGK0,EH530LW,LIVINGSTON,South,Marchbank WOA,Dechmont Law WSZ
3188881,WRNW17,All Complete with Comments                        ,10/08/2011,3,"230,164.00","682,727.00",South West,AP9K4N8G5JM58V7GRH,G847HB,HELENSBURGH,West,Blairlinnans WOA,Helensburgh Gravity WSZ
3189617,WRNW17,All Complete with Comments                        ,11/08/2011,,"350,037.00","716,465.00",North East,APA81X8J59Y48HUG43,KY169DJ,ST. ANDREWS,East,LHills & GFarg & Glendevon WOA,Nether Strathkinness WSZ
